-DOCSTART- -X- -X- O
Stomatitis NN B-AdverseReaction B-AdverseReaction
17 NN O O
1 NN O O
Dyspepsia NN B-AdverseReaction B-AdverseReaction
11 NN O O
0 NN O O
Infections NN O O
and NN O O
infestations NN O O
Upper NN B-AdverseReaction B-AdverseReaction
respiratory NN I-AdverseReaction I-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
34 NN O O
0 NN O O
Urinary NN B-AdverseReaction B-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
14 NN O O
3 NN O O
Pneumonia NN B-AdverseReaction B-AdverseReaction
14 NN O O
7 NN O O
Skin NN B-AdverseReaction B-AdverseReaction
infections NN I-AdverseReaction I-AdverseReaction
14 NN O O
5 NN O O
Sinusitis NN B-AdverseReaction B-AdverseReaction
13 NN O O
1 NN O O
General NN O O
disorders NN O O
and NN O O
administrative NN O O
site NN O O
conditions NN O O
Fatigue NN B-AdverseReaction B-AdverseReaction
41 NN O O
5 NN O O
Peripheral NN B-AdverseReaction B-AdverseReaction
edema NN I-AdverseReaction I-AdverseReaction
35 NN O O
3 NN O O
Pyrexia NN B-AdverseReaction B-AdverseReaction
18 NN O O
1 NN O O
Asthenia NN B-AdverseReaction B-AdverseReaction
14 NN O O
3 NN O O
Skin NN O O
and NN O O
subcutaneous NN O O
tissue NN O O
disorders NN O O
Bruising NN B-AdverseReaction B-AdverseReaction
30 NN O O
0 NN O O
Rash NN B-AdverseReaction B-AdverseReaction
25 NN O O
3 NN O O
Petechiae NN B-AdverseReaction B-AdverseReaction
11 NN O O
0 NN O O
Musculoskeletal NN O O
and NN O O
connective NN O O
tissue NN O O
disorders NN O O
Musculoskeletal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
37 NN O O
1 NN O O
Muscle NN B-AdverseReaction B-AdverseReaction
spasms NN I-AdverseReaction I-AdverseReaction
14 NN O O
0 NN O O
Arthralgia NN B-AdverseReaction B-AdverseReaction
11 NN O O
0 NN O O
Respiratory NN O O
, NN O O
thoracic NN O O
and NN O O
mediastinal NN O O
disorders NN O O
Dyspnea NN B-AdverseReaction B-AdverseReaction
27 NN O O
4 NN O O
Cough NN B-AdverseReaction B-AdverseReaction
19 NN O O
0 NN O O
Epistaxis NN B-AdverseReaction B-AdverseReaction
11 NN O O
0 NN O O
Metabolism NN O O
and NN O O
nutrition NN O O
disorders NN O O
Decreased NN B-AdverseReaction B-AdverseReaction
appetite NN I-AdverseReaction I-AdverseReaction
21 NN O O
2 NN O O
Dehydration NN B-AdverseReaction B-AdverseReaction
12 NN O O
4 NN O O
Nervous NN O O
system NN O O
disorders NN O O
Dizziness NN B-AdverseReaction B-AdverseReaction
14 NN O O
0 NN O O
Headache NN B-AdverseReaction B-AdverseReaction
13 NN O O
0 NN O O
Table NN O O
2 NN O O
: NN O O
Treatment NN O O
- NN O O
EmergentBased NN O O
on NN O O
laboratory NN O O
measurements NN O O
and NN O O
adverse NN O O
reactions NN O O
Decrease NN B-AdverseReaction B-AdverseReaction
of NN I-AdverseReaction I-AdverseReaction
Hemoglobin NN I-AdverseReaction I-AdverseReaction
Platelets NN O O
, NN O O
or NN O O
Neutrophils NN O O
in NN O O
Patients NN O O
with NN O O
MCL NN O O
( NN O O
N=111 NN O O
) NN O O
Percent NN O O
of NN O O
Patients NN O O
( NN O O
N=111 NN O O
) NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
or NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
Platelets NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
57 NN O O
17 NN O O
Neutrophils NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
47 NN O O
29 NN O O
Hemoglobin NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
41 NN O O
9 NN O O
Ten NN O O
patients NN O O
( NN O O
9 NN O O
% NN O O
) NN O O
discontinued NN O O
treatment NN O O
due NN O O
to NN O O
adverse NN O O
reactions NN O O
in NN O O
the NN O O
trial NN O O
( NN O O
N=111 NN O O
) NN O O
. NN O O
The NN O O
most NN O O
frequent NN O O
adverse NN O O
reaction NN O O
leading NN O O
to NN O O
treatment NN O O
discontinuation NN O O
was NN O O
subdural NN B-AdverseReaction B-AdverseReaction
hematoma NN I-AdverseReaction I-AdverseReaction
( NN O O
1.8 NN O O
% NN O O
) NN O O
. NN O O
Adverse NN O O
reactions NN O O
leading NN O O
to NN O O
dose NN O O
reduction NN O O
occurred NN O O
in NN O O
14 NN O O
% NN O O
of NN O O
patients NN O O
. NN O O
Patients NN O O
with NN O O
MCL NN O O
who NN O O
develop NN O O
lymphocytosis NN O O
greater NN O O
than NN O O
400,000/mcL NN O O
have NN O O
developed NN O O
intracranial NN O O
hemorrhage NN O O
, NN O O
lethargy NN O O
, NN O O
gait NN O O
instability NN O O
, NN O O
and NN O O
headache NN O O
. NN O O
However NN O O
, NN O O
some NN O O
of NN O O
these NN O O
cases NN O O
were NN O O
in NN O O
the NN O O
setting NN O O
of NN O O
disease NN O O
progression NN O O
. NN O O
Forty NN O O
percent NN O O
of NN O O
patients NN O O
had NN O O
elevated NN B-AdverseReaction B-AdverseReaction
uric NN I-AdverseReaction I-AdverseReaction
acid NN I-AdverseReaction I-AdverseReaction
levels NN I-AdverseReaction I-AdverseReaction
on NN O O
study NN O O
including NN O O
13 NN O O
% NN O O
with NN O O
values NN O O
above NN B-Severity B-Severity
10 NN I-Severity I-Severity
mg/dL NN I-Severity I-Severity
Adverse NN O O
reaction NN O O
of NN O O
hyperuricemia NN B-AdverseReaction B-AdverseReaction
was NN O O
reported NN O O
for NN O O
15 NN O O
% NN O O
of NN O O
patients NN O O
. NN O O
Chronic NN O O
Lymphocytic NN O O
Leukemia NN O O
The NN O O
data NN O O
described NN O O
below NN O O
reflect NN O O
exposure NN O O
to NN O O
IMBRUVICA NN O O
in NN O O
an NN O O
open NN O O
label NN O O
clinical NN O O
trial NN O O
( NN O O
Study NN O O
1 NN O O
) NN O O
that NN O O
included NN O O
48 NN O O
patients NN O O
with NN O O
previously NN O O
treated NN O O
CLL NN O O
and NN O O
a NN O O
randomized NN O O
clinical NN O O
trial NN O O
( NN O O
Study NN O O
2 NN O O
) NN O O
that NN O O
included NN O O
391 NN O O
randomized NN O O
patients NN O O
with NN O O
previously NN O O
treated NN O O
CLL NN O O
or NN O O
SLL. NN O O
The NN O O
most NN O O
commonly NN O O
occurring NN O O
adverse NN O O
reactions NN O O
in NN O O
Study NN O O
1 NN O O
and NN O O
Study NN O O
2 NN O O
( NN O O
>= NN O O
20 NN O O
% NN O O
) NN O O
were NN O O
thrombocytopenia NN B-AdverseReaction B-AdverseReaction
neutropenia NN B-AdverseReaction B-AdverseReaction
diarrhea NN B-AdverseReaction B-AdverseReaction
anemia NN B-AdverseReaction B-AdverseReaction
fatigue NN B-AdverseReaction B-AdverseReaction
musculoskeletal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
upper NN B-AdverseReaction B-AdverseReaction
respiratory NN I-AdverseReaction I-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
rash NN B-AdverseReaction B-AdverseReaction
nausea NN B-AdverseReaction B-AdverseReaction
and NN O O
pyrexia NN B-AdverseReaction B-AdverseReaction
Approximately NN O O
five NN O O
percent NN O O
of NN O O
patients NN O O
receiving NN O O
IMBRUVICA NN O O
in NN O O
Study NN O O
1 NN O O
and NN O O
Study NN O O
2 NN O O
discontinued NN O O
treatment NN O O
due NN O O
to NN O O
adverse NN O O
events NN O O
. NN O O
These NN O O
included NN O O
infections NN B-AdverseReaction B-AdverseReaction
subdural NN B-AdverseReaction B-AdverseReaction
hematomas NN I-AdverseReaction I-AdverseReaction
and NN O O
diarrhea NN B-AdverseReaction B-AdverseReaction
Adverse NN O O
events NN O O
leading NN O O
to NN O O
dose NN O O
reduction NN O O
occurred NN O O
in NN O O
approximately NN O O
6 NN O O
% NN O O
of NN O O
patients NN O O
. NN O O
Study NN O O
1 NN O O
Adverse NN O O
reactions NN O O
and NN O O
laboratory NN O O
abnormalities NN O O
from NN O O
the NN O O
CLL NN O O
trial NN O O
( NN O O
N=48 NN O O
) NN O O
using NN O O
single NN O O
agent NN O O
IMBRUVICA NN O O
420 NN O O
mg NN O O
daily NN O O
occurring NN O O
at NN O O
a NN O O
rate NN O O
of NN O O
>= NN O O
10 NN O O
% NN O O
are NN O O
presented NN O O
in NN O O
Tables NN O O
3 NN O O
and NN O O
4 NN O O
. NN O O
Table NN O O
3 NN O O
: NN O O
Non NN O O
- NN O O
Hematologic NN O O
Adverse NN O O
Reactions NN O O
in NN O O
>= NN O O
10 NN O O
% NN O O
of NN O O
Patients NN O O
with NN O O
CLL NN O O
( NN O O
N=48 NN O O
) NN O O
in NN O O
Study NN O O
1 NN O O
System NN O O
Organ NN O O
Class NN O O
Preferred NN O O
Term NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
or NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
Gastrointestinal NN O O
disorders NN O O
Diarrhea NN B-AdverseReaction B-AdverseReaction
63 NN O O
4 NN O O
Constipation NN B-AdverseReaction B-AdverseReaction
23 NN O O
2 NN O O
Nausea NN B-AdverseReaction B-AdverseReaction
21 NN O O
2 NN O O
Stomatitis NN B-AdverseReaction B-AdverseReaction
21 NN O O
0 NN O O
Vomiting NN B-AdverseReaction B-AdverseReaction
19 NN O O
2 NN O O
Abdominal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
15 NN O O
0 NN O O
Dyspepsia NN B-AdverseReaction B-AdverseReaction
13 NN O O
0 NN O O
Infections NN O O
and NN O O
infestations NN O O
Upper NN B-AdverseReaction B-AdverseReaction
respiratory NN I-AdverseReaction I-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
48 NN O O
2 NN O O
Sinusitis NN B-AdverseReaction B-AdverseReaction
21 NN O O
6 NN O O
Skin NN B-AdverseReaction B-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
17 NN O O
6 NN O O
Pneumonia NN B-AdverseReaction B-AdverseReaction
10 NN O O
8 NN O O
Urinary NN B-AdverseReaction B-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
10 NN O O
0 NN O O
General NN O O
disorders NN O O
and NN O O
administrative NN O O
site NN O O
conditions NN O O
Fatigue NN B-AdverseReaction B-AdverseReaction
31 NN O O
4 NN O O
Pyrexia NN B-AdverseReaction B-AdverseReaction
25 NN O O
2 NN O O
Peripheral NN B-AdverseReaction B-AdverseReaction
edema NN I-AdverseReaction I-AdverseReaction
23 NN O O
0 NN O O
Asthenia NN B-AdverseReaction B-AdverseReaction
13 NN O O
4 NN O O
Chills NN B-AdverseReaction B-AdverseReaction
13 NN O O
0 NN O O
Skin NN O O
and NN O O
subcutaneous NN O O
tissue NN O O
disorders NN O O
Bruising NN B-AdverseReaction B-AdverseReaction
54 NN O O
2 NN O O
Rash NN B-AdverseReaction B-AdverseReaction
27 NN O O
0 NN O O
Petechiae NN B-AdverseReaction B-AdverseReaction
17 NN O O
0 NN O O
Respiratory NN O O
, NN O O
thoracic NN O O
and NN O O
mediastinal NN O O
disorders NN O O
Cough NN B-AdverseReaction B-AdverseReaction
19 NN O O
0 NN O O
Oropharyngeal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
15 NN O O
0 NN O O
Dyspnea NN B-AdverseReaction B-AdverseReaction
10 NN O O
0 NN O O
Musculoskeletal NN O O
and NN O O
connective NN O O
tissue NN O O
disorders NN O O
Musculoskeletal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
27 NN O O
6 NN O O
Arthralgia NN B-AdverseReaction B-AdverseReaction
23 NN O O
0 NN O O
Muscle NN B-AdverseReaction B-AdverseReaction
spasms NN I-AdverseReaction I-AdverseReaction
19 NN O O
2 NN O O
Nervous NN O O
system NN O O
disorders NN O O
Dizziness NN B-AdverseReaction B-AdverseReaction
21 NN O O
0 NN O O
Headache NN B-AdverseReaction B-AdverseReaction
19 NN O O
2 NN O O
Peripheral NN B-AdverseReaction B-AdverseReaction
neuropathy NN I-AdverseReaction I-AdverseReaction
10 NN O O
0 NN O O
Metabolism NN O O
and NN O O
nutrition NN O O
disorders NN O O
Decreased NN B-AdverseReaction B-AdverseReaction
appetite NN I-AdverseReaction I-AdverseReaction
17 NN O O
2 NN O O
Neoplasms NN O O
benign NN O O
, NN O O
malignant NN O O
, NN O O
unspecified NN O O
Second NN B-AdverseReaction B-AdverseReaction
malignancies NN I-AdverseReaction I-AdverseReaction
10 NN O O
0 NN O O
Injury NN O O
, NN O O
poisoning NN O O
and NN O O
procedural NN O O
complications NN O O
Laceration NN B-AdverseReaction B-AdverseReaction
10 NN O O
2 NN O O
Psychiatric NN O O
disorders NN O O
Anxiety NN B-AdverseReaction B-AdverseReaction
10 NN O O
0 NN O O
Insomnia NN B-AdverseReaction B-AdverseReaction
10 NN O O
0 NN O O
Vascular NN O O
disorders NN O O
Hypertension NN B-AdverseReaction B-AdverseReaction
17 NN O O
8 NN O O
Table NN O O
4 NN O O
: NN O O
Treatment NN O O
- NN O O
EmergentBased NN O O
on NN O O
laboratory NN O O
measurements NN O O
per NN O O
IWCLL NN O O
criteria NN O O
and NN O O
adverse NN O O
reactions NN O O
Decrease NN B-AdverseReaction B-AdverseReaction
of NN I-AdverseReaction I-AdverseReaction
Hemoglobin NN I-AdverseReaction I-AdverseReaction
Platelets NN O O
, NN O O
or NN O O
Neutrophils NN O O
in NN O O
Patients NN O O
with NN O O
CLL NN O O
( NN O O
N=48 NN O O
) NN O O
in NN O O
Study NN O O
1 NN O O
Percent NN O O
of NN O O
Patients NN O O
( NN O O
N=48 NN O O
) NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
or NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
Platelets NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
71 NN O O
10 NN O O
Neutrophils NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
54 NN O O
27 NN O O
Hemoglobin NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
44 NN O O
0 NN O O
Study NN O O
2 NN O O
Adverse NN O O
reactions NN O O
and NN O O
laboratory NN O O
abnormalities NN O O
described NN O O
below NN O O
in NN O O
Tables NN O O
5 NN O O
and NN O O
6 NN O O
reflect NN O O
exposure NN O O
to NN O O
IMBRUVICA NN O O
with NN O O
a NN O O
median NN O O
duration NN O O
of NN O O
8.6 NN O O
months NN O O
and NN O O
exposure NN O O
to NN O O
ofatumumab NN O O
with NN O O
a NN O O
median NN O O
of NN O O
5.3 NN O O
months NN O O
in NN O O
Study NN O O
2 NN O O
. NN O O
Table NN O O
5 NN O O
: NN O O
Non NN O O
- NN O O
Hematologic NN O O
Adverse NN O O
Reactions NN O O
>= NN O O
10 NN O O
% NN O O
Reported NN O O
in NN O O
Study NN O O
2 NN O O
IMBRUVICA(N=195 NN O O
) NN O O
Ofatumumab(N=191 NN O O
) NN O O
System NN O O
Organ NN O O
Class NN O O
ADR NN O O
Term NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
or NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
or NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
Subjects NN O O
with NN O O
multiple NN O O
events NN O O
for NN O O
a NN O O
given NN O O
ADR NN O O
term NN O O
are NN O O
counted NN O O
once NN O O
only NN O O
for NN O O
each NN O O
ADR NN O O
term NN O O
. NN O O
The NN O O
system NN O O
organ NN O O
class NN O O
and NN O O
individual NN O O
ADR NN O O
terms NN O O
are NN O O
sorted NN O O
in NN O O
descending NN O O
frequency NN O O
order NN O O
in NN O O
the NN O O
IMBRUVICA NN O O
arm NN O O
. NN O O
Gastrointestinal NN O O
disorders NN O O
Diarrhea NN B-AdverseReaction B-AdverseReaction
48 NN O O
4 NN O O
18 NN O O
2 NN O O
Nausea NN B-AdverseReaction B-AdverseReaction
26 NN O O
2 NN O O
18 NN O O
0 NN O O
Stomatitis NN B-AdverseReaction B-AdverseReaction
17 NN O O
1 NN O O
6 NN O O
1 NN O O
Constipation NN B-AdverseReaction B-AdverseReaction
15 NN O O
0 NN O O
9 NN O O
0 NN O O
Vomiting NN B-AdverseReaction B-AdverseReaction
14 NN O O
0 NN O O
6 NN O O
1 NN O O
General NN O O
disorders NN O O
and NN O O
administration NN O O
site NN O O
conditions NN O O
Fatigue NN B-AdverseReaction B-AdverseReaction
28 NN O O
2 NN O O
30 NN O O
2 NN O O
Pyrexia NN B-AdverseReaction B-AdverseReaction
24 NN O O
2 NN O O
15 NN O O
1 NN O O
Infections NN O O
and NN O O
infestations NN O O
Upper NN B-AdverseReaction B-AdverseReaction
respiratory NN I-AdverseReaction I-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
16 NN O O
1 NN O O
11 NN O O
2 NN O O
Pneumonia NN B-AdverseReaction B-AdverseReaction
15 NN O O
10 NN O O
13 NN O O
9 NN O O
Sinusitis NN B-AdverseReaction B-AdverseReaction
11 NN O O
1 NN O O
6 NN O O
0 NN O O
Urinary NN B-AdverseReaction B-AdverseReaction
tract NN I-AdverseReaction I-AdverseReaction
infection NN I-AdverseReaction I-AdverseReaction
10 NN O O
4 NN O O
5 NN O O
1 NN O O
Skin NN O O
and NN O O
subcutaneous NN O O
tissue NN O O
disorders NN O O
Rash NN B-AdverseReaction B-AdverseReaction
24 NN O O
3 NN O O
13 NN O O
0 NN O O
Petechiae NN B-AdverseReaction B-AdverseReaction
14 NN O O
0 NN O O
1 NN O O
0 NN O O
Bruising NN B-AdverseReaction B-AdverseReaction
12 NN O O
0 NN O O
1 NN O O
0 NN O O
Musculoskeletal NN O O
and NN O O
connective NN O O
tissue NN O O
disorders NN O O
Musculoskeletal NN B-AdverseReaction B-AdverseReaction
Pain NN I-AdverseReaction I-AdverseReaction
28 NN O O
2 NN O O
18 NN O O
1 NN O O
Arthralgia NN B-AdverseReaction B-AdverseReaction
17 NN O O
1 NN O O
7 NN O O
0 NN O O
Nervous NN O O
system NN O O
disorders NN O O
Headache NN B-AdverseReaction B-AdverseReaction
14 NN O O
1 NN O O
6 NN O O
0 NN O O
Dizziness NN B-AdverseReaction B-AdverseReaction
11 NN O O
0 NN O O
5 NN O O
0 NN O O
Injury NN O O
, NN O O
poisoning NN O O
and NN O O
procedural NN O O
complications NN O O
Contusion NN B-AdverseReaction B-AdverseReaction
11 NN O O
0 NN O O
3 NN O O
0 NN O O
Eye NN O O
disorders NN O O
Vision NN B-AdverseReaction B-AdverseReaction
blurred NN I-AdverseReaction I-AdverseReaction
10 NN O O
0 NN O O
3 NN O O
0 NN O O
Table NN O O
6 NN O O
: NN O O
Treatment NN O O
- NN O O
EmergentBased NN O O
on NN O O
laboratory NN O O
measurements NN O O
per NN O O
IWCLL NN O O
criteria NN O O
Decrease NN B-AdverseReaction B-AdverseReaction
of NN I-AdverseReaction I-AdverseReaction
Hemoglobin NN I-AdverseReaction I-AdverseReaction
Platelets NN O O
, NN O O
or NN O O
Neutrophils NN O O
in NN O O
Study NN O O
2 NN O O
IMBRUVICA(N=195 NN O O
) NN O O
Ofatumumab(N=191 NN O O
) NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
or NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
All NN O O
Grades NN O O
( NN O O
% NN O O
) NN O O
Grade NN O O
3 NN O O
or NN O O
4 NN O O
( NN O O
% NN O O
) NN O O
Neutrophils NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
51 NN O O
23 NN O O
57 NN O O
26 NN O O
Platelets NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
52 NN O O
5 NN O O
45 NN O O
10 NN O O
Hemoglobin NN B-AdverseReaction B-AdverseReaction
Decreased NN I-AdverseReaction I-AdverseReaction
36 NN O O
0 NN O O
21 NN O O
0 NN O O
Waldenstrom NN O O
's NN O O
Macroglobulinemia NN O O
The NN O O
data NN O O
described NN O O
below NN O O
reflect NN O O
exposure NN O O
to NN O O
IMBRUVICA NN O O
in NN O O
an NN O O
open NN O O
label NN O O
clinical NN O O
trial NN O O
that NN O O
included NN O O
63 NN O O
patients NN O O
with NN O O
previously NN O O
treated NN O O
WM. NN O O
The NN O O
most NN O O
commonly NN O O
occurring NN O O
adverse NN O O
reactions NN O O
in NN O O
the NN O O
WM NN O O
trial NN O O
( NN O O
>= NN O O
20 NN O O
% NN O O
) NN O O
were NN O O
neutropenia NN B-AdverseReaction B-AdverseReaction
thrombocytopenia NN B-AdverseReaction B-AdverseReaction
diarrhea NN B-AdverseReaction B-AdverseReaction
rash NN B-AdverseReaction B-AdverseReaction
nausea NN B-AdverseReaction B-AdverseReaction
muscle NN B-AdverseReaction B-AdverseReaction
spasms NN I-AdverseReaction I-AdverseReaction
and NN O O
fatigue NN B-AdverseReaction B-AdverseReaction
Six NN O O
percent NN O O
of NN O O
patients NN O O
receiving NN O O
IMBRUVICA NN O O
in NN O O
the NN O O
